line,label
auto client_info = std::make_unique<ClientInfo>(,1
"virtual ssize_t readAt(off64_t offset, void *buffer, size_t size) {",1
data.writeInterfaceToken(,1
IMediaHTTPConnection::getInterfaceDescriptor());,1
data.writeInt64(offset);,1
data.writeInt32(size);,1
"status_t err = remote()->transact(READ_AT, data, &reply);",1
if (err != OK) {,1
"ALOGE(""remote readAt failed"");",1
"scoped_ptr<PluginDelegate::OutOfProcessProxy> out_of_process_proxy,",1
InitAsProxied(out_of_process_proxy.release());,1
out_of_process_proxy_->AddInstance(instance);,1
PluginInstance* plugin_instance = host_globals->GetInstance(instance);,1
if (!plugin_instance),1
plugin_instance->ResetAsProxied();,1
"char *strstr(char *s1, char *s2)",1
int len = strlen(s2);,1
"if (strncmp(p, s2, len) == 0)",1
void __detach_mounts(struct dentry *dentry),1
mp = lookup_mountpoint(dentry);,1
while (!hlist_empty(&mp->m_list)) {,1
static void common_hrtimer_rearm(struct k_itimer *timr),1
struct hrtimer *timer = &timr->it.real.timer;,1
if (!timr->it_interval),1
timr->it_interval);,1
hrtimer_restart(timer);,1
void ProfileSyncService::OnExperimentsChanged(,1
migrator_->state() != browser_sync::BackendMigrator::IDLE) {,1
const syncable::ModelTypeSet to_register =,1
for (syncable::ModelTypeSet::Iterator it = to_register.First();,1
if (experiment_name.empty()),1
#endif  // !defined(OS_ANDROID),1
void FlushImeConfig() {,1
InputMethodConfigRequests::iterator iter =,1
while (iter != pending_config_requests_.end()) {,1
ImeConfigValue& value = iter->second;,1
!tentative_current_input_method_id_.empty()) {,1
"value.string_list_value.begin(),",1
tentative_current_input_method_id_);,1
"std::rotate(value.string_list_value.begin(),",1
value.string_list_value.end());,1
LOG(WARNING) << tentative_current_input_method_id_,1
tentative_current_input_method_id_.erase();,1
if (config_name == language_prefs::kPreloadEnginesConfigName) {,1
"VLOG(1) << ""Updated preload_engines: "" << value.ToString();",1
"void SerializedScriptValue::transferArrayBuffers(v8::Isolate* isolate, const ArrayBufferArray& arrayBuffers, ExceptionState& exceptionState)",1
bool isNeuterable = true;,1
"static void gmc_mmx(uint8_t *dst, uint8_t *src,",1
const int oys  = oy  >> 4;,1
const uint64_t shift2  = 2 * shift;,1
(unsigned) iy >= height - h;,1
"""punpcklwd %%mm6, %%mm6         \n\t""",1
"int __kvm_set_memory_region(struct kvm *kvm,",1
new.base_gfn = base_gfn;,1
"static Image *ReadSUNImage(const ImageInfo *image_info,ExceptionInfo *exception)",1
typedef struct _SUNInfo,1
"type,",1
bit;,1
a.Clear();,1
m_atoms = NULL;,1
m_atoms_size = 0;,1
static void Rp_test(js_State *J),1
if (re->flags & JS_REGEXP_G) {,1
"if (!js_regexec(re->prog, text, &m, opts)) {",1
bool ChromeDownloadManagerDelegate::IsDangerousFile(,1
"const DownloadItem& download,",1
"const FilePath& suggested_path,",1
bool visited_referrer_before) {,1
if (extensions::FeatureSwitch::easy_off_store_install()->IsEnabled() &&,1
download_crx_util::IsExtensionDownload(download) &&,1
!extensions::WebstoreInstaller::GetAssociatedApproval(download)) {,1
if (ShouldOpenFileBasedOnExtension(suggested_path) &&,1
download.HasUserGesture()),1
fetcher_->StopFetching();,1
if (frame_ && !SentDidFinishLoad()),1
LoadFailed(ResourceError::CancelledError(Url()));,1
fetcher_->ClearContext();,1
application_cache_host_->DetachFromDocumentLoader();,1
application_cache_host_.Clear();,1
service_worker_network_provider_ = nullptr;,1
"static int decode_level3_header(LHAFileHeader **header, LHAInputStream *stream)",1
"header_len = lha_decode_uint32(&RAW_DATA(header, 24));",1
(*header)->compress_method[5] = '\0';,1
"bool PPVarToNPVariant(PP_Var var, NPVariant* result) {",1
"INT32_TO_NPVARIANT(var.value.as_int, *result);",1
case PP_VARTYPE_OBJECT: {,1
a[i++]+=v[j];,1
"static struct nfs4_state *nfs4_do_open(struct inode *dir, struct path *path, int flags, struct iattr *sattr, struct rpc_cred *cred)",1
"* doing an OPEN, we assume that nfs_increment_open_seqid() will",1
* state before it received the OPEN_CONFIRM.,1
const struct x86_emulate_ops *ops = ctxt->ops;,1
u8 cpl = ctxt->ops->cpl(ctxt);,1
"rc = __load_segment_descriptor(ctxt, sel, VCPU_SREG_CS, cpl,",1
"X86_TRANSFER_CALL_JMP,",1
EncodedJSValue JSC_HOST_CALL jsTestObjPrototypeFunctionConvert1(ExecState* exec),1
"a* (toa(MAYBE_MISSING_PARAMETER(exec, 0, DefaultIsUndefined)));",1
virtual void ChangeInputMethod(const std::string& input_method_id) {,1
ChangeCurrentInputMethodFromId(input_method_id);,1
if (!ChangeInputMethodViaIBus(input_method_id)) {,1
IDR_DEFAULT_FAVICON);,1
"SendResponse(request_id, default_favicon_);",1
"image_transform_png_set_scale_16_mod(PNG_CONST image_transform *this,",1
if (that->blue_sBIT > 8) that->blue_sBIT = 8;,1
"static int dynamicGetbuf(gdIOCtxPtr ctx, void *buf, int len)",1
"int rlen, remain;",1
dpIOCtxPtr dctx;,1
dynamicPtr *dp;,1
dctx = (dpIOCtxPtr) ctx;,1
dp = dctx->dp;,1
remain = dp->logicalSize - dp->pos;,1
if(remain >= len) {,1
rlen = len;,1
return 0; /* NOT EOF *,1
rlen = remain;,1
"memcpy(buf, (void *) ((char *)dp->data + dp->pos), rlen);",1
dp->pos += rlen;,1
return rlen;,1
bool RenderFrameImpl::OnMessageReceived(const IPC::Message& msg) {,1
"IPC_MESSAGE_HANDLER(FrameMsg_ContextMenuClosed, OnContextMenuClosed)",1
"IPC_MESSAGE_HANDLER(FrameMsg_JavaScriptExecuteRequest,",1
"ssize_t MPEG4DataSource::readAt(off64_t offset, void *data, size_t size) {",1
&& offset + size <= mCachedOffset + mCachedSize) {,1
"memcpy(data, &mCache[offset - mCachedOffset], size);",1
"return mSource->readAt(offset, data, size);",1
"int TS_OBJ_print_bio(BIO *bio, const ASN1_OBJECT *obj)",1
char obj_txt[128];,1
"BIO_write(bio, ""\n"", 1);",1
"const long result = DoLoadCluster(pos, len);",1
void PrintMsg_Print_Params::Reset() {,1
min_shrink = 0;,1
preview_request_id = 0;,1
"int wvlan_set_station_nickname(struct net_device *dev,",1
"memcpy(lp->StationName, extra, wrqu->data.length);",1
"create_policy_2_svc(cpol_arg *arg, struct svc_req *rqstp)",1
"log_unauth(""kadm5_create_policy"", prime_arg,",1
UserSelectionScreen::UpdateAndReturnUserListForMojo() {,1
std::vector<ash::mojom::LoginUserInfoPtr> user_info_list;,1
bool is_owner = owner == account_id;,1
login_user_info->can_remove = CanRemoveUser(*it);,1
if (is_public_account && LoginScreenClient::HasInstance()) {,1
"account_id, login_user_info->public_account_info->default_locale);",1
user_info_list.push_back(std::move(login_user_info));,1
return user_info_list;,1
DECLAREcpFunc(cpDecodedStrips),1
"if (TIFFReadEncodedStrip(in, s, buf, cc) < 0",1
goto bad;,1
"ResourceClientProxy(PluginChannelHost* channel, int instance_id)",1
"notify_needed_(false), notify_data_(0),",1
multibyte_response_expected_(false) {,1
void kvm_lapic_sync_from_vapic(struct kvm_vcpu *vcpu),1
void *vapic;,1
"if (test_bit(KVM_APIC_PV_EOI_PENDING, &vcpu->arch.apic_attention))",1
"apic_sync_pv_eoi_from_guest(vcpu, vcpu->arch.apic);",1
"if (!test_bit(KVM_APIC_CHECK_VAPIC, &vcpu->arch.apic_attention))",1
kunmap_atomic(vapic);,1
"apic_set_tpr(vcpu->arch.apic, data & 0xff);",1
void RunMemCheck() {,1
input_extreme_block[j] = rnd.Rand8() % 2 ? 255 : -255;,1
if (i == 1),1
input_extreme_block[j] = -255;,1
"output_block, pitch_));",1
"EXPECT_GE(4 * DCT_MAX_VALUE, abs(output_block[j]))",1
"<< ""Error: 16x16 FDCT has coefficient larger than 4*DCT_MAX_VALUE"";",1
void InputMethodIBus::ProcessUnfilteredKeyPressEvent(,1
TextInputClient* client = GetTextInputClient();,1
const uint32 state =,1
if (!composed.empty()) {,1
uint16 ch = 0;,1
ch = ui::GetCharacterFromKeyCode(,1
"void jas_matrix_clip(jas_matrix_t *matrix, jas_seqent_t minval,",1
jas_seqent_t *rowstart;,1
"for (j = matrix->numcols_, data = rowstart; j > 0; --j,",1
v = *data;,1
*data = minval;,1
"static int pop_fetch_message(struct Context *ctx, struct Message *msg, int msgno)",1
struct PopCache *cache = NULL;,1
if (cache->index == h->index),1
if (h->refno < 0),1
static int __dwc3_gadget_kick_transfer(struct dwc3_ep *dep),1
"static void merge_param(HashTable *params, zval *zdata, zval ***current_param, zval ***current_args TSRMLS_DC)",1
"zend_hash_get_current_data(Z_ARRVAL_P(zdata), (void *) &ptr);",1
"zend_hash_find(params, hkey.str, hkey.len, (void *) &ptr);",1
"tt_cmap10_validate( FT_Byte*      table,",1
FT_INVALID_TOO_SHORT;,1
void WebContentsImpl::SetAsFocusedWebContentsIfNecessary() {,1
if (old_contents == this),1
GetOutermostWebContents()->node_.SetFocusedWebContents(this);,1
old_contents->GetMainFrame()->GetRenderWidgetHost()->SetPageFocus(false);,1
GetRenderManager()->GetProxyToOuterDelegate()->SetFocusedFrame();,1
"static int tls_decrypt_ticket(SSL *s, const unsigned char *etick,",1
if (tctx->tlsext_ticket_key_cb) {,1
renew_ticket = 1;,1
"tctx->tlsext_tick_aes_key,",1
KeyedService* LogoServiceFactory::BuildServiceInstanceFor(,1
content::BrowserContext* context) const {,1
Profile* profile = static_cast<Profile*>(context);,1
DCHECK(!profile->IsOffTheRecord());,1
bool use_gray_background = !GetIsChromeHomeEnabled();,1
bool use_gray_background = false;,1
"profile->GetRequestContext(), use_gray_background);",1
"void sas_unregister_dev(struct asd_sas_port *port, struct domain_device *dev)",1
"static void perf_syscall_exit(void *ignore, struct pt_regs *regs, long ret)",1
"base::flat_map<aura::Window*, WindowStateType> windows_in_splitview) {",1
int divider_position = CalculateCarryOverDividerPostion(windows_in_splitview);,1
while (window_state_map_.size()) {,1
"ForgetWindow(window, /*destroyed=*/false);",1
if (IsClamshellSplitViewModeEnabled()) {,1
"DoSplitViewTransition(windows_in_splitview, divider_position);",1
"static int ext4_split_unwritten_extents(handle_t *handle,",1
"struct ext4_ext_path *path,",1
"ext_debug(""ext4_split_unwritten_extents: inode %lu, logical""",1
v8::Local<v8::Value> ModuleSystem::RequireForJsInner(,1
v8::EscapableHandleScope handle_scope(GetIsolate());,1
v8::Context::Scope context_scope(v8_context);,1
v8::Local<v8::Value> modules_value;,1
modules_value->IsUndefined()) {,1
return v8::Undefined(GetIsolate());,1
bool is_current = index == last_committed_entry_index_;,1
"static inline int l2cap_config_rsp(struct l2cap_conn *conn, struct l2cap_cmd_hdr *cmd, u8 *data)",1
struct l2cap_conf_rsp *rsp = (struct l2cap_conf_rsp *)data;,1
"u16 scid, flags, result;",1
scid   = __le16_to_cpu(rsp->scid);,1
flags  = __le16_to_cpu(rsp->flags);,1
result = __le16_to_cpu(rsp->result);,1
"BT_DBG(""scid 0x%4.4x flags 0x%2.2x result 0x%2.2x"",",1
"scid, flags, result);",1
"sk = l2cap_get_chan_by_scid(&conn->chan_list, scid);",1
case L2CAP_CONF_SUCCESS:,1
sk->sk_state = BT_DISCONN;,1
sk->sk_err = ECONNRESET;,1
"l2cap_sock_set_timer(sk, HZ * 5);",1
struct l2cap_disconn_req req;,1
req.dcid = cpu_to_le16(l2cap_pi(sk)->dcid);,1
req.scid = cpu_to_le16(l2cap_pi(sk)->scid);,1
"l2cap_send_cmd(conn, l2cap_get_ident(conn),",1
"L2CAP_DISCONN_REQ, sizeof(req), &req);",1
if (flags & 0x01),1
l2cap_pi(sk)->conf_state |= L2CAP_CONF_INPUT_DONE;,1
if (l2cap_pi(sk)->conf_state & L2CAP_CONF_OUTPUT_DONE) {,1
"static Element* siblingWithAriaRole(String role, Node* node) {",1
const AtomicString& siblingAriaRole =,1
"return GetNavigationPolicy(current_event, features);",1
kNavigationPolicyNewBackgroundTab &&,1
!UIEventWithKeyState::NewTabModifierSetFromIsolatedWorld()) {,1
return kNavigationPolicyNewForegroundTab;,1
return policy;,1
if ((chmd = mspack_create_chm_decompressor(NULL))) {,1
ensure_filepath(outname);,1
"cdf_read_property_info(const cdf_stream_t *sst, const cdf_header_t *h,",1
uint64_t u64;,1
"if (cdf_check_stream_offset(sst, h, shp, sizeof(*shp), __LINE__) == -1)",1
if (sh.sh_properties > CDF_PROP_LIMIT),1
"realloc(*info, *maxcount * sizeof(*inp)));",1
*count += sh.sh_properties;,1
if (l_data_size > p_code_block->data_size) {,1
opj_free(p_code_block->data - 1);,1
if (! p_code_block->data) {,1
return OPJ_FALSE;,1
"static int ext4_dax_fault(struct vm_area_struct *vma, struct vm_fault *vmf)",1
int result;,1
struct super_block *sb = file_inode(vma->vm_file)->i_sb;,1
bool write = vmf->flags & FAULT_FLAG_WRITE;,1
if (write) {,1
sb_start_pagefault(sb);,1
"handle = ext4_journal_start_sb(sb, EXT4_HT_WRITE_PAGE,",1
"CSSStyleRule* InspectorCSSOMWrappers::getWrapperForRuleInSheets(StyleRule* rule, StyleEngine* styleSheetCollection)",1
"collectFromStyleSheetContents(m_styleSheetCSSOMWrapperSet, CSSDefaultStyleSheets::quirksStyleSheet);",1
"collectFromStyleSheetContents(m_styleSheetCSSOMWrapperSet, CSSDefaultStyleSheets::fullscreenStyleSheet);",1
if (c_size == -1) {,1
"JNI_EXPORT jint JNI_OnLoad(JavaVM* vm, void* reserved) {",1
base::android::InitVM(vm);,1
if (!content::android::OnJNIOnLoadInit()),1
"display_sigset( const char *msg, sigset_t *mask )",1
NameTableIterator       next_sig( SigNames );,1
while( (signo = next_sig()) != -1 ) {,1
"static void sas_eh_handle_sas_errors(struct Scsi_Host *shost, struct list_head *work_q)",1
"list_for_each_entry_safe(cmd, n, work_q, eh_entry) {",1
task = TO_SAS_TASK(cmd);,1
"spin_lock_irqsave(&task->task_state_lock, flags);",1
res = sas_scsi_find_task(task);,1
sas_eh_defer_cmd(cmd);,1
"PHP_METHOD(Phar, mount)",1
efree(arch);,1
std::string MediaStreamManager::MakeMediaAccessRequest(,1
MediaAccessRequestCallback callback) {,1
security_origin});,1
"void MockPrinter::UpdateSettings(int cookie,",1
"EXPECT_EQ(document_cookie_, cookie);",1
params->pages = pages;,1
void chain_reply(struct smb_request *req),1
* so we can overwrite it here to form the chain.,1
if (req->chain_outbuf == NULL) {,1
"static void php_wddx_serialize_object(wddx_packet *packet, zval *obj)",1
zval *retval = NULL;,1
ulong idx;,1
"HashTable *objhash, *sleephash;",1
* array of property names to be serialized.,1
"if (call_user_function_ex(CG(function_table), &obj, fname, &retval, 0, 0, 1, NULL TSRMLS_CC) == SUCCESS) {",1
"php_wddx_add_chunk_static(packet, WDDX_STRUCT_S);",1
"php_wddx_add_chunk(packet, tmp_buf);",1
"php_wddx_add_chunk_ex(packet, class_name, name_len);",1
"php_wddx_add_chunk_static(packet, WDDX_VAR_E);",1
objhash = HASH_OF(obj);,1
"zend_hash_get_current_data(sleephash, (void **)&varname) == SUCCESS;",1
if (Z_TYPE_PP(varname) != IS_STRING) {,1
"php_wddx_serialize_var(packet, *ent, Z_STRVAL_PP(varname), Z_STRLEN_PP(varname) TSRMLS_CC);",1
EncodedJSValue JSC_HOST_CALL jsTestObjPrototypeFunctionSerializedValue(ExecState* exec),1
"RefPtr<SerializedScriptValue> serializedArg(SerializedScriptValue::create(exec, MAYBE_MISSING_PARAMETER(exec, 0, DefaultIsUndefined)));",1
"static inline void x86_assign_hw_event(struct perf_event *event,",1
hwc->last_cpu = smp_processor_id();,1
hwc->event_base	= 0;,1
"static void ldap_encode_response(struct asn1_data *data, struct ldap_Result *result)",1
"asn1_write_OctetString(data, result->errormessage,",1
strlen(result->errormessage) : 0);,1
void CheckSADs() {,1
"unsigned int reference_sad, exp_sad[4];",1
"reference_sad = ReferenceSAD(UINT_MAX, block);",1
"EXPECT_EQ(exp_sad[block], reference_sad) << ""block "" << block;",1
"static int sched_read_attr(struct sched_attr __user *uattr,",1
* user-space does not get uncomplete information.,1
goto err_size;,1
"struct net *get_net_ns_by_id(struct net *net, int id)",1
"peer = idr_find(&net->netns_ids, id);",1
static PassRefPtr<StaticBitmapImage> cropImage(,1
"const IntRect srcRect = intersection(imgRect, parsedOptions.cropRect);",1
image->data() && imageFormat == PremultiplyAlpha) ||,1
"croppedSkImage.get(), parsedOptions.premultiplyAlpha",1
data_.chunks.back().properties = state;,1
"void MockWebRTCPeerConnectionHandler::createOffer(const WebRTCSessionDescriptionRequest& request, const WebMediaConstraints& constraints)",1
WebString shouldSucceed;,1
"if (constraints.getMandatoryConstraintValue(""succeed"", shouldSucceed) && shouldSucceed == ""true"") {",1
WebRTCSessionDescriptionDescriptor sessionDescription;,1
"getprivs_ret * get_privs_2_svc(krb5_ui_4 *arg, struct svc_req *rqstp)",1
const char                     *errmsg = NULL;,1
ret.code = KADM5_FAILURE;,1
"krb5_free_error_message(handle->context, errmsg);",1
"void setattr_copy(struct inode *inode, const struct iattr *attr)",1
if (ia_valid & ATTR_ATIME),1
if (ia_valid & ATTR_CTIME),1
"void InfoBarContainer::AddInfoBar(InfoBarDelegate* delegate,",1
infobar->set_container(this);,1
if (use_animation),1
int fpm_stdio_init_child(struct fpm_worker_pool_s *wp) /* {{{ */,1
#ifdef HAVE_SYSLOG_H,1
if (fpm_globals.error_log_fd == ZLOG_SYSLOG) {,1
closelog(); /* ensure to close syslog not to interrupt with PHP syslog code */,1
/* Notice: child cannot use master error_log,1
* because not aware when being reopen,1
"* else, should use if (!fpm_use_error_log())",1
if (fpm_globals.error_log_fd > 0) {,1
close(fpm_globals.error_log_fd);,1
fpm_globals.error_log_fd = -1;,1
zlog_set_fd(-1);,1
virtual bool IsURLAcceptableForWebUI(,1
return HasWebUIScheme(url);,1
intptr_t* npobject_ptr) {,1
NPObject* object = delegate_->GetPluginScriptableObject();,1
*route_id = MSG_ROUTING_NONE;,1
*npobject_ptr = reinterpret_cast<intptr_t>(object);,1
new NPObjectStub(,1
"object, channel_.get(), *route_id, webplugin_->containing_window(),",1
page_url_);,1
nameAsUTF8 = NULL;,1
language = NULL;,1
"static int mincore_pte_range(pmd_t *pmd, unsigned long addr, unsigned long end,",1
struct vm_area_struct *vma = walk->vma;,1
pte_t *ptep;,1
unsigned char *vec = walk->private;,1
int nr = (end - addr) >> PAGE_SHIFT;,1
"ptl = pmd_trans_huge_lock(pmd, vma);",1
if (ptl) {,1
"memset(vec, 1, nr);",1
spin_unlock(ptl);,1
"__mincore_unmapped_range(addr, end, vma, vec);",1
"ptep = pte_offset_map_lock(walk->mm, pmd, addr, &ptl);",1
"for (; addr != end; ptep++, addr += PAGE_SIZE) {",1
pte_t pte = *ptep;,1
"vma, vec);",1
else if (pte_present(pte)),1
*vec = 1;,1
else { /* pte is a swap entry */,1
swp_entry_t entry = pte_to_swp_entry(pte);,1
vec++;,1
"pte_unmap_unlock(ptep - 1, ptl);",1
walk->private += nr;,1
"static void setup_test_dir(char *tmp_dir, const char *files, ...) {",1
assert_se(mkdtemp(tmp_dir) != NULL);,1
while (files != NULL) {,1
"_gcry_ecc_eddsa_sign (gcry_mpi_t input, ECC_secret_key *skey,",1
"gcry_mpi_t a, x, y, r;",1
"const char* pref_original, const char* pref_received,",1
"received_update_(pref_service, pref_received_) {",1
void NetworkScreen::OnConnectionTimeout() {,1
bool is_connected = network && network->Connected();,1
!(help_app_.get() && help_app_->is_open())) {,1
bubble_ = MessageBubble::Show(,1
"BubbleBorder::LEFT_TOP,",1
"IDS_NETWORK_SELECTION_ERROR,",1
base::Optional<Gamepad> OpenVRGamepadHelper::GetXRGamepad(,1
"vr::IVRSystem* vr_system,",1
"uint32_t controller_id,",1
"vr::VRControllerState_t controller_state,",1
device::mojom::XRHandedness handedness) {,1
"OpenVRGamepadBuilder builder(vr_system, controller_id, controller_state,",1
handedness);,1
if (!builder.TryAddAxesButton(vr::k_EButton_SteamVR_Trigger)),1
return base::nullopt;,1
if (!builder.TryAddNextUnusedAxesButton()),1
if (!builder.TryAddButton(vr::k_EButton_Grip)),1
builder.AddPlaceholderButton();,1
builder.TryAddButton(button);,1
builder.AddRemainingAxes();,1
return builder.GetGamepad();,1
"static int sctp_getsockopt_assoc_stats(struct sock *sk, int len,",1
"if (copy_from_user(&sas, optval, len))",1
sas.sas_outofseqtsns = asoc->stats.outofseqtsns;,1
sas.sas_ouodchunks = asoc->stats.ouodchunks;,1
* in such a case,1
"if (put_user(len, optlen))",1
"static int spl_array_has_dimension_ex(int check_inherited, zval *object, zval *offset, int check_empty TSRMLS_DC) /* {{{ */",1
"zend_call_method_with_1_params(&object, Z_OBJCE_P(object), &intern->fptr_offset_has, ""offsetExists"", &rv, offset_tmp);",1
"value = spl_array_read_dimension_ex(1, object, offset, BP_VAR_R TSRMLS_CC);",1
case IS_DOUBLE:,1
"if (zend_hash_index_find(ht, index, (void **)&tmp) != FAILURE) {",1
void PictureLayer::PushPropertiesTo(LayerImpl* base_layer) {,1
"DCHECK_IMPLIES(update_source_frame_number_ == source_frame_number,",1
layer_impl->SetNearestNeighbor(nearest_neighbor_);,1
"void phar_add_virtual_dirs(phar_archive_data *phar, char *filename, int filename_len TSRMLS_DC) /* {{{ */",1
"while ((s = zend_memrchr(filename, '/', filename_len))) {",1
"static int send_full_color_rect(VncState *vs, int x, int y, int w, int h)",1
#ifdef CONFIG_VNC_PNG,1
"find_file (const char *currpath, grub_fshelp_node_t currroot,",1
struct grub_fshelp_find_file_closure *c),1
char *next;,1
grub_fshelp_node_t currnode = currroot;,1
c->currroot = currroot;,1
while (*name == '/'),1
if (! *name),1
int found;,1
"next = grub_strchr (name, '/');",1
while (*next == '/'),1
/* At this point it is expected that the current node is a,1
if (type != GRUB_FSHELP_DIR),1
"return grub_error (GRUB_ERR_BAD_FILE_TYPE, ""not a directory"");",1
void VarianceTest<VarianceFunctionType>::RefTest() {,1
for (int i = 0; i < 10; ++i) {,1
"REGISTER_STATE_CHECK(var1 = variance_(src_, width_, ref_, width_, &sse1));",1
"log2height_, &sse2);",1
"EXPECT_EQ(sse1, sse2);",1
"EXPECT_EQ(var1, var2);",1
a.Init();,1
"return a.Parse(pReader, pos, size);",1
"GF_Err urn_Read(GF_Box *s, GF_BitStream *bs)",1
gf_free(tmpName);,1
"void __ip_select_ident(struct net *net, struct iphdr *iph, int segs)",1
static u32 ip_idents_hashrnd __read_mostly;,1
"net_get_random_once(&ip_idents_hashrnd, sizeof(ip_idents_hashrnd));",1
"hash = jhash_3words((__force u32)iph->daddr,",1
ip_idents_hashrnd);,1
"id = ip_idents_reserve(hash, segs);",1
iph->id = htons(id);,1
void kvm_lapic_sync_to_vapic(struct kvm_vcpu *vcpu),1
"u32 data, tpr;",1
"int max_irr, max_isr;",1
"apic_sync_pv_eoi_to_guest(vcpu, apic);",1
"tpr = kvm_apic_get_reg(apic, APIC_TASKPRI) & 0xff;",1
max_irr = apic_find_highest_irr(apic);,1
if (max_irr < 0),1
max_irr = 0;,1
max_isr = apic_find_highest_isr(apic);,1
void LocalFileSystem::resolveURLInternal(,1
"InsertSyncPointAndACK(params_in_pixel.route_id, gpu_host_id, true, NULL);",1
window_->SchedulePaintInRect(gfx::Rect(surface_size));,1
"netscreen_seek_read(wtap *wth, gint64 seek_off,",1
"struct wtap_pkthdr *phdr, Buffer *buf,",1
"if (file_seek(wth->random_fh, seek_off, SEEK_SET, err) == -1) {",1
"if (file_gets(line, NETSCREEN_LINE_LENGTH, wth->random_fh) == NULL) {",1
virtual void PreEncodeFrameHook(libvpx_test::VideoSource *video) {,1
frame_flags_ &= ~(VP8_EFLAG_NO_UPD_LAST |,1
VP8_EFLAG_NO_UPD_GF |,1
(cfg_.g_pass == VPX_RC_LAST_PASS || cfg_.g_pass == VPX_RC_ONE_PASS)) {,1
for (unsigned int i = 0; i < droppable_nframes_; ++i) {,1
"std::cout << ""             Encoding droppable frame: """,1
"void MenuGtk::BuildMenuIn(GtkWidget* menu,",1
GtkWidget* menu_item = NULL;,1
l10n_util::GetStringUTF16(menu_data->label_argument));,1
DCHECK(!label.empty());,1
menu_item = gtk_radio_menu_item_new_with_mnemonic_from_widget(,1
menu_item = gtk_separator_menu_item_new();,1
} else if (menu_data->custom_submenu) {,1
shared_surface_handle_.parent_gpu_process_id);,1
xfs_da3_fixhashpath(,1
switch (blk->magic) {,1
if (count == 0),1
"LayoutUnit LayoutBlockFlow::adjustBlockChildForPagination(LayoutUnit logicalTop, LayoutBox& child, bool atBeforeSideOfBlock)",1
} else if (childBlockFlow && childBlockFlow->paginationStrut()) {,1
newLogicalTop += paginationStrut;,1
static struct nfs4_state *nfs4_opendata_to_nfs4_state(struct nfs4_opendata *data),1
"data->owner->so_cred,",1
"void CNB::DoIPHdrCSO(PVOID IpHeader, ULONG EthPayloadLength) const",1
"ParaNdis_CheckSumVerifyFlat(IpHeader,",1
"pcrIpChecksum | pcrFixIPChecksum,",1
"static void bgp_packet_mpattr_tea(struct bgp *bgp, struct peer *peer,",1
attrhdrlen = 2 + 2; /* subTLV T + L */,1
void TestAppendTabsToTabStrip(bool focus_tab_strip) {,1
"CreateTwoTabs(focus_tab_strip, &first_lifecycle_unit,",1
first_lifecycle_unit->GetLastFocusedTime();,1
task_runner_->FastForwardBy(kShortDelay);,1
EXPECT_TRUE(IsFocused(second_lifecycle_unit));,1
first_lifecycle_unit->GetLastFocusedTime());,1
"EXPECT_EQ(NowTicks(), third_lifecycle_unit->GetLastFocusedTime());",1
CreateAndNavigateWebContents();,1
void SpdyWriteQueue::Clear() {,1
removing_writes_ = true;,1
for (std::deque<PendingWrite>::iterator it = queue_[i].begin();,1
static v8::Handle<v8::Value> convert2Callback(const v8::Arguments& args),1
"EXCEPTION_BLOCK(b*, , V8b::HasInstance(MAYBE_MISSING_PARAMETER(args, 0, DefaultIsUndefined)) ? V8b::toNative(v8::Handle<v8::Object>::Cast(MAYBE_MISSING_PARAMETER(args, 0, DefaultIsUndefined))) : 0);",1
"bool GetPathFromHandle(HANDLE handle, std::wstring* path) {",1
"ResolveNTFunctionPtr(""NtQueryObject"", &NtQueryObject);",1
"NTSTATUS status = NtQueryObject(handle, ObjectNameInformation, name, size,",1
scoped_ptr<OBJECT_NAME_INFORMATION> name_ptr;,1
name = reinterpret_cast<OBJECT_NAME_INFORMATION*>(new BYTE[size]);,1
"status = NtQueryObject(handle, ObjectNameInformation, name, size, &size);",1
void QuotaManager::GetAvailableSpace(const AvailableSpaceCallback& callback) {,1
if (is_incognito_) {,1
"callback.Run(kQuotaStatusOk, kIncognitoDefaultTemporaryQuota);",1
"static int atalk_recvmsg(struct kiocb *iocb, struct socket *sock, struct msghdr *msg,",1
struct sockaddr_at *sat = (struct sockaddr_at *)msg->msg_name;,1
struct ddpehdr *ddp;,1
int copied = 0;,1
int offset = 0;,1
"flags & MSG_DONTWAIT, &err);",1
ddp = ddp_hdr(skb);,1
copied = ntohs(ddp->deh_len_hops) & 1023;,1
if (sk->sk_type != SOCK_RAW) {,1
offset = sizeof(*ddp);,1
copied -= offset;,1
"err = skb_copy_datagram_iovec(skb, offset, msg->msg_iov, copied);",1
msg->msg_namelen = sizeof(*sat);,1
"skb_free_datagram(sk, skb);	/* Free the datagram. */",1
return err ? : copied;,1
"(void) _XReply (dpy, (xReply *) &rep, 0, xFalse);",1
Xfree(flist);,1
length = *ch;,1
Response ServiceWorkerHandler::DeliverPushMessage(,1
const std::string& data) {,1
PushEventPayload payload;,1
if (data.size() > 0),1
"static int gs_usb_probe(struct usb_interface *intf,",1
const struct usb_device_id *id),1
struct gs_usb *dev;,1
int rc = -ENOMEM;,1
struct gs_device_config dconf;,1
"rc = usb_control_msg(interface_to_usbdev(intf),",1
"usb_sndctrlpipe(interface_to_usbdev(intf), 0),",1
"GS_USB_BREQ_HOST_FORMAT,",1
